hashtag,video_url,username,caption,views,likes,shares
ghanauknurses,https://www.tiktok.com/@tiktok.pro969/video/7523624443327843615,tiktok.pro969,"at a hospital ward with about 30 bed capacity and you are just 2 nurses on duty🤣🤣🤣🤣. ""maame nurse, nsuo no asa oo""🤣🤣🤣 #ghananursesandmidwives🇬🇭 #nursing #nurseoftiktok #nurse #newnurse #ghananurses #uknurse",237700,4968,181
ghanauknurses,https://www.tiktok.com/@ewuraadwoa.dycta/video/7531711403372154142,ewuraadwoa.dycta,2 years on …how has your journey in another man’s land been ?? Congratulations to me 🎉🎉Proud Band 6 UK RM 🇬🇧🎉🎉God did 🤭🙏🏾#fyppppppppppppppppppppppp #fypシ #uknurses🇬🇧 #band6nhs #ghnursesandmidwives,121100,6367,224
ghanauknurses,https://www.tiktok.com/@rosie_konadu/video/7338917585985064224,rosie_konadu,"Replying to @Brain I have lits of questions about rising in bands and moving into specialties. This is going to be a series. Kinkdy follow ,like and share . ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ #nurses#uknurses🇬🇧#viral❤️#ghananursesandmidwives🇬🇭#ghanatiktokers🇬🇭🇬🇭🇬🇭 #ghananursesintheuk🇬🇧",22100,396,29
ghanauknurses,https://www.tiktok.com/@_nuelhah/video/7511745017535270200,_nuelhah,"Nurses in Ghana, if possible just do your clearance and put down whether you have the dream to travel or not because you mah never know when you may need it.#nurse #ghananursesandmidwives🇬🇭 #ghananurses #ghananurse #ghananursesandmidwives #ghananews #uknurse",24000,1161,79
ghanauknurses,https://www.tiktok.com/@__her.royal.high.nurse__/video/7205521097540783366,__her.royal.high.nurse__,My Sabi Nurses❤️🩺❤️ @Nyaniba Health College offers the best nursing training you can get❤️🩺❤️ #foryoupage #fyp #foryou #fypシ #ghananurses #ghnurse #ghnursesandmidwives #nursesoftiktok #nurse #nursing #trending #cruisetok #viral,529000,8460,162
ghanauknurses,https://www.tiktok.com/@officialodeneho/video/7103643050303393030,officialodeneho,Uniform no 💚🤍✅😎#studentnurses #nuresesoftiktok #ghananurse #ghanatiktok #soundalert,632500,53700,158
ghanauknurses,https://www.tiktok.com/@lyn.nyark/video/7438638999985458465,lyn.nyark,#LIVEhighlights #TikTokLIVE #LIVE #growmyaccount #nursing #uknurse #ghanatiktok🇬🇭 #fyp #uknurses🇬🇧,62500,1941,511
ghanauknurses,https://www.tiktok.com/@afiamercy123/video/7291811139971779846,afiamercy123,#nurse #trending #like #fyp #goviral #explore #viral #trend #like @~Sandyyy🦋❤️♍️ @Assah Augustina,235500,10900,550
ghanauknurses,https://www.tiktok.com/@paa_kwasi_jonathan_tv/video/7540574535578307870,paa_kwasi_jonathan_tv,#fyp #fypシ #trending #foryou #fypage #tiktok #viralvideo #foryoupage #viral,6245,108,6
ghanauknurses,https://www.tiktok.com/@trouble_carlos6/video/7543359247199833366,trouble_carlos6,#troublecarlospagewewantitbackcooljay06 #ghanatiktokers🇬🇭🇬🇭🇬🇭 #ghanafuodotcom #Troublecarlos #promomakanliburan,327500,8729,727
ghanauknurses,https://www.tiktok.com/@lyn.nyark/video/7454929036083563809,lyn.nyark,#LIVEhighlights #TikTokLIVE #LIVE #uknurses🇬🇧 #ghanatiktok🇬🇭 #ghananurses #ghananursesandmidwives🇬🇭 ghananurse,19400,515,18
ghanauknurses,https://www.tiktok.com/@rosie_konadu/video/7340350046828825888,rosie_konadu,Replying to @adetolaaa_ One of the best decisions i have made in my career is becoming a clinical research nurse. The future prospects of this nursing specialty is enormous. #fypシ゚viral🖤tiktok☆♡🦋myvideo❤️❤️🥰🥰🥰fyp #uknurses🇬🇧 #ghanatiktokers🇬🇭🇬🇭🇬🇭🇳🇬🇳🇬🇳🇬_uk🇬🇧🇬🇧🇬🇧mum #viral#ghanatiktok🇬🇭love❤️❤️ #nursesoftiktok#nurses#progress#,4060,170,59
ghanauknurses,https://www.tiktok.com/@inspirational_kukupak/video/7521329134971161878,inspirational_kukupak,There are shifts and there are “shits”😆😹🤭 Grateful to God for survival!🤗💃🏾🙌🏾 #fyp #nursetok #nursetiktoker #ukrn #ghanatiktok🇬🇭 #ghanaukticktokers🇬🇭🇬🇧 #uktiktok,17200,287,2
ghanauknurses,https://www.tiktok.com/@gistdropnewsgh/video/7541092024628415752,gistdropnewsgh,Live updates-CCTV footage shows Raph did not touch the nurse at all and he’s innocent af all charges #tiktokghana🇬🇭🇬🇭🇬🇭_uk🇬🇧🇬🇧🇬🇧 #tranding #goviral #viralvideo #fyi,115400,3724,130
ghanauknurses,https://www.tiktok.com/@kayla.kale/video/7543236443645218070,kayla.kale,Want the full story? 😱 Nanelle Griselda has the complete video on her YouTube — go watch it now! 📺🔥 https://youtube.com/@nanellegriselda?si=aGzMgwUEwap20hF7#dailynews #ghananewstoday #ghananewstoday #uknurse #ghanatiktok🇬🇭,14600,132,103
