hashtag,video_url,username,caption,views,likes,shares
ghanauknurses,https://www.tiktok.com/@bbyfrancy2/video/7234112714128297221,bbyfrancy2,#bbyfrancy2 #GNA#Ghana nurses association 🇬🇧💐,13500,391,3
ghanauknurses,https://www.tiktok.com/@afiamercy123/video/7291811139971779846,afiamercy123,#nurse #trending #like #fyp #goviral #explore #viral #trend #like @~Sandyyy🦋❤️♍️ @Assah Augustina,235500,10900,550
