hashtag,video_url,username,caption,views,likes,shares
ghanauknurses,https://www.tiktok.com/@ruhiatuabaa/video/7463464829488074017,ruhiatuabaa,Nurses deserve to have fun too #uk #healthcare #nhs #nurses #dagomba #viral #london #hijab #hijabi#viral_video #ghanatiktok🇬🇭 #tamaletiktokersofficial #ghanatiktok🇬🇭 #happiness #viral #dagombatiktok,10900,484,0
ghanauknurses,https://www.tiktok.com/@awo.kitchen/video/7511048153773165846,awo.kitchen,Catering for a wedding 💍✨ Dm us for any enquiries!! #eventcateringuk #ghanaianfood #cateringservice #weddingcatering #africancatering #africanfood #buffetcatering,2302,46,4
ghanauknurses,https://www.tiktok.com/@nbl.geline/video/7520322392124591416,nbl.geline,No caption,57900,2938,5
ghanauknurses,https://www.tiktok.com/@gistdropnewsgh/video/7541092024628415752,gistdropnewsgh,No caption,115400,3725,130
ghanauknurses,https://www.tiktok.com/@thebigroom1/video/7453745463414574369,thebigroom1,Yes join as a Nurse Associate in the United Kingdom #fyp #fypppppppppppppp #osce #nurse #associate,2309,58,3
ghanauknurses,https://www.tiktok.com/@abeenaberry/video/7355077275479477510,abeenaberry,The Struggle with this Brit Accent 🤣🤣 #carework #uk #fun #work #explorepage #explore #viral #ghana,28000,571,56
ghanauknurses,https://www.tiktok.com/@bolatitrendz/video/7546576382797548806,bolatitrendz,A Ghana- Uk based woman has been sacked from work. Allegedly creating content for social media,77300,1240,238
ghanauknurses,https://www.tiktok.com/@obaapre1/video/7512380398752582934,obaapre1,Register with Elite OSCE …Call the number on the flyer now #fyp #trendingvideo #Eliteosce #osce #ukrn #ghanatiktok🇬🇭 #education @AKUA 🧠OBENG-POMAAH @Imanuel Antwi @Papanurse13 New,7534,124,6
ghanauknurses,https://www.tiktok.com/@sethdarkoagyemang/video/7533342762666560790,sethdarkoagyemang,MOH Financial Clearance For Nurses in Ghana #UKNursing #foryoupage #viralvideo #NurseGoal #moh,10200,169,6
ghanauknurses,https://www.tiktok.com/@ewuraadwoa.dycta/video/7531711403372154142,ewuraadwoa.dycta,2 years on …how has your journey in another man’s land been ?? Congratulations to me 🎉🎉Proud Band 6 UK RM 🇬🇧🎉🎉God did 🤭🙏🏾#fyppppppppppppppppppppppp #fypシ #uknurses🇬🇧 #band6nhs #ghnursesandmidwives,121100,6367,224
ghanauknurses,https://www.tiktok.com/@thebigroom1/video/7509408968679181590,thebigroom1,OSCE #osce #nurse #uknurses🇬🇧 #ghanatiktok🇬🇭 #ghana #nhsnurse,1590,112,4
ghanauknurses,https://www.tiktok.com/@thebiznurse/video/7506579147150445880,thebiznurse,Replying to @eyram.adzo❤️ check @K&A RN🇺🇸🇬🇭 for USA process Mental Health Nurse in Ghana? You can work in the UK! Here’s what you need: NMC registration + CBT + OSCE. I learned mental health nurses enjoy more in the UK than RGNs. #MentalHealthNurse #GhanaNurses #NurseMigration #NursingAbroad #UKNursePathway #NMCRegistration #PsychNurseGhana #CBTOSCEPrep #NursesOfTikTok #GhanaToUK,2904,127,7
ghanauknurses,https://www.tiktok.com/@efoselasitv/video/7420064827919404294,efoselasitv,UK based nurse who flies to Ghana every 4 months finally settles in Ghana to attend to her farm full time!! Watch full video on my channel Efo Selasi Tv Title : Im planning to move to Ghana permanently… #farming #diasporatiktok #onionfarming2024 #investing #ghana #uktiktok #viraltiktok #agric #agriculture,6559,137,21
ghanauknurses,https://www.tiktok.com/@rythmx_studio/video/7500535396372155654,rythmx_studio,Meye Dreamer🥰#yppppppppppppppppppppppp #londonlife #ghanatiktok🇬🇭 #ypfッ #uk #nurselife #nurse #nurselondon #nurseghana #uknurses🇬🇧 #ghananursesandmidwives🇬🇭,868,134,0
ghanauknurses,https://www.tiktok.com/@thebiznurse/video/7493825349193633029,thebiznurse,"Ghanaian Nurse in UK: NMC Registration After Top-Up Degree We explain the NMC registration process for Ghanaian nurses in the UK after a top-up degree. Learn about accreditation, program leader consultations, and career progression. #GhanaianNursesUK #NMCRregistration #NursingTopUpDegree #UKNursingJobs #InternationalNurses #UniversityOfDerby #NursingCareer #RegisteredNurse #NursingEducation #OverseasNurses",1498,29,3
ghanauknurses,https://www.tiktok.com/@face_to_fame_tv/video/7531346964953238806,face_to_fame_tv,Replying to @ohemaalby1 #aifilter #fyp #uktiktok #ghanatiktok🇬🇭 #fyyyyyyyyyyyyyyyy #viralvideotiktok #viral,620200,6197,268
ghanauknurses,https://www.tiktok.com/@papanurse13new/video/7545764596833914134,papanurse13new,"Let’s help you pass your OSCE, OET and CBT with ease! Tailored to suit your needs and availability. Send a message now. 5 weeks intensive virtual studies and 3 days face to face. #fyp #viralvideos #ghanatiktok🇬🇭 #nurses #trends",11400,561,33
ghanauknurses,https://www.tiktok.com/@simlar.academy/video/7393824167000427808,simlar.academy,"🎓📚 Preparing for the NMC UK OSCE Exam? Let's talk about informed consent! 📝💉 👩‍⚕️ As a Nursing Associate, ensuring patients understand and agree to procedures is crucial. Here's a quick guide to nailing it: 1️⃣ **Explain Clearly:** Use simple language to describe the procedure, its purpose, benefits, and risks. 2️⃣ **Check Understanding:** Ask the patient to repeat the information to ensure they understand. 3️⃣ **Voluntary Decision:** Ensure the patient knows they can decline or withdraw consent at any time. 4️⃣ **Document:** Always record the consent process in the patient's notes. Practice these steps to boost your confidence and competence! 💪✨ Like, share, comment, and follow us for more videos and book your NMC UK OSCE TRAINING with us 💪. Let's turn your UK nursing dream into reality. #OSCE #Viral #naijanurse #Zimbabweansnurse #Ghanaiannurse #zimtiktok #uknurse #nmcuk #gambiantiktok #ghanatiktok🇬🇭 #nurse #zambiantiktok #tiktok #japa #friends #capcut #nepalitiktok #guyanatiktok #cameroontiktok🇨🇲 #nmc #highlight #Nursing#UkNursing#NMC #NursingAssociate #NMCOSCE #InformedConsent #NursingExam #HealthcareHeroes #NurseLife #MedicalExam #NursingPractice",6802,132,27
ghanauknurses,https://www.tiktok.com/@lourdes.agy/video/7142223416328768773,lourdes.agy,"Small girl, big heart with big dreams for real… thank you to everyone who supported me on this journey, the contestants for giving everyone a great show and the amazing ladies who got me glammed up for the day. I may not have taken home the crown but my loved ones made me feel like a winner anyway. Love you all, your Contestant Number 4🍀 #beautywithbrains #blackgirlmagic #missghanauk2022 #missghanauk #ghana #ghanatiktok #mua #glam #fyp",16100,2650,9
ghanauknurses,https://www.tiktok.com/@__her.royal.high.nurse__/video/7205521097540783366,__her.royal.high.nurse__,My Sabi Nurses❤️🩺❤️ @Nyaniba Health College offers the best nursing training you can get❤️🩺❤️ #foryoupage #fyp #foryou #fypシ #ghananurses #ghnurse #ghnursesandmidwives #nursesoftiktok #nurse #nursing #trending #cruisetok #viral,529100,8462,162
ghanauknurses,https://www.tiktok.com/@obaapre1/video/7550412765324709142,obaapre1,I wish I was told this earlier…… make your decision now ( Colleagues of the most noble profession!!) #fyp #ukrn #ghanatiktok🇬🇭 #goviral #awareness,6236,285,19
ghanauknurses,https://www.tiktok.com/@tiktok.pro969/video/7523624443327843615,tiktok.pro969,"at a hospital ward with about 30 bed capacity and you are just 2 nurses on duty🤣🤣🤣🤣. ""maame nurse, nsuo no asa oo""🤣🤣🤣 #ghananursesandmidwives🇬🇭 #nursing #nurseoftiktok #nurse #newnurse #ghananurses #uknurse",237700,4968,181
ghanauknurses,https://www.tiktok.com/@bessahghana/video/7404960376489626886,bessahghana,TRAGEDY Hits Home Of Ghanaian Family Living In Manchester - UK 🎥: #SkyNews #bessahghlive,231100,4741,1293
ghanauknurses,https://www.tiktok.com/@marry_a_nurse/video/7516166414366018821,marry_a_nurse,The most beautiful nurses and midwives in Ghana #marry_a_nurse #marryanurse❤️ #NewDayHealthProfessionals,64600,2665,28
ghanauknurses,https://www.tiktok.com/@nursealby/video/7542620454964530454,nursealby,"He should be bold to point out the place he's traveled to where doctors and nurses are very useless as he's telling us now Well, he's not to blamed simply because when you give the microphone to any nonentity, he finds it as an opportunity to tell the world how ""stupid"" he is and remember, ignorance is not as dangerous as an illusion of knowledge He's just an example of someone who's suffering from the condition of illusion of knowledge#uknurses🇬🇧 #fyp #ukcomedy",4291,93,1
ghanauknurses,https://www.tiktok.com/@happyesenam/video/7428221853782592811,happyesenam,"#onthisday Being a registered nurse is stressful everywhere, but there's some that pay more for the stress. It doesn't make sense to be broke and miserable at the same time.Choose wisely.#ghanaeconomy🇬🇭 #nusesoftiktok #ghanatiktok🇬🇭 #fypシ",16600,138,10
ghanauknurses,https://www.tiktok.com/@nadiaboampong/video/7547099765691944214,nadiaboampong,"From Nursing Officer to a UK Band 8 nurse in Digital Health Leadership and a Fellow of the Faculty of Remote, Rural and Humanitarian Healthcare (FFRRHHEd) of the Royal College of Surgeons of Edinburgh, Nang-Tege share his story with the world, and leaves some advice for Ghanaian nurses in the UK. Full video on the red channel 😃… #lifeabroad24 #nursing #unitedkingdom #nurse #nurselife @Sirrr Bonsu🇬🇧 @🌸🌺 um juddy18🌸 @Policedancestyler_gaaga @justicearkorful51 @Ghanaians Worldwide 🇬🇭🌍 @New Kwame Gyasi|UGC creator @Achempong @Samuel Kwesi Armah @@Astonish official❤️ @@Expo @@Mostblessed @Afrofashion",688,71,13
ghanauknurses,https://www.tiktok.com/@learnedsaki/video/7330801369755946245,learnedsaki,#🇬🇧crosscityconsult🇬🇭 #ukticktok🇬🇧 #ghanatiktokers🇬🇭#,4281,193,6
ghanauknurses,https://www.tiktok.com/@nursealby/video/7377731017005649185,nursealby,"Sometimes all you need is some encouragement to push you going,Arnold’s story will serve as fuel to power you to keep going.8th june 2024@ 8pm uktiktok #ukcareers #uknurses🇬🇧 #ukmidwifery #fyp",8771,178,4
ghanauknurses,https://www.tiktok.com/@papanurse13new/video/7504833692951448854,papanurse13new,If you’re looking for a sign to start your NCLEX journey then this is it!! #fyp #viralvideos #treanding #nclex #ghanatiktok🇬🇭,71500,3227,446
ghanauknurses,https://www.tiktok.com/@kanyeeti_/video/7382554399257709857,kanyeeti_,Post-japa resolutions 😂😂 #kanyiti_#ruky__ #relatable #nhsnurse #nurselife #nurse #ghanatiktok🇬🇭,223500,10200,231
ghanauknurses,https://www.tiktok.com/@the_boatengs/video/7389054916175662368,the_boatengs,🇬🇧 English to 🇬🇭 Twi translation 😆 | #couples #interatialcouple #Language #English #Twi #england #Ghana #UK #London #Accra #White #black #Fyp #viral #viralvideo #lovers #marriedlife,5384,71,6
ghanauknurses,https://www.tiktok.com/@snowgyal01/video/7521708676504177942,snowgyal01,#uknurse #chrisbrown #ghanatiktok🇬🇭 #AfricanNurse #fyp,418,46,1
ghanauknurses,https://www.tiktok.com/@kofilondon3/video/7307640977798253856,kofilondon3,#ghanaukticktokers🇬🇭🇬🇧 #ghanausa🇬🇭🇺🇸 #kofilondon3 #payola #fyp,268400,16100,138
ghanauknurses,https://www.tiktok.com/@gh_nurses_and_midwives/video/7418908695389539589,gh_nurses_and_midwives,@celebrity nurse❤️ #rip #hospital #universityofghana #fyyyyyyyyyyyyyyyy #ghananursesandmidwives🇬🇭 #ghana #fypage,408400,6265,259
ghanauknurses,https://www.tiktok.com/@kanyeeti_/video/7382987868605648161,kanyeeti_,OSCE can reduce your steeze and composure in this UK real quick!!😭 SHOULD I SHARE MY STORY OF HOW IT LEAD ME TO DEPRESSION??#nurselife #nurse #relatable #nhsnurse #ghanatiktok🇬🇭 #ghanatiktokers🇬🇭🇬🇭🇬🇭 #kanyiti_ #ruky__ #nigeriatiktok🇳🇬🇳🇬🇳🇬,19000,325,9
ghanauknurses,https://www.tiktok.com/@lyn.nyark/video/7455984624431418656,lyn.nyark,#LIVEhighlights #TikTokLIVE #LIVE #nursing #uknurses🇬🇧 #ghananursesandmidwives🇬🇭 #ghanatiktok🇬🇭,3760,116,5
ghanauknurses,https://www.tiktok.com/@nana_akua_holdbrooke17/video/7163278150607064322,nana_akua_holdbrooke17,##ghanatiktok🇬🇭 #nursesoftiktok #ukrn #uk #viral #🇬🇧 #🇬🇭 #ghana #trending #fyp,2083,29,3
ghanauknurses,https://www.tiktok.com/@nursingplanetpodcast/video/7356743659854810400,nursingplanetpodcast,My uniform as a general practice nurse in the UK 👩‍⚕️ *please note this was filmed at a weekend* #nurse #nurses #nursingstudent #nursesoftiktok #nurseuk #nurseuniform #fyp #nursetok,51300,321,29
ghanauknurses,https://www.tiktok.com/@papanurse13new/video/7470476125303606550,papanurse13new,If you’re a Ghanaian Nurse/Midwife in the UK and have passed your NCLEX then this group is for you! !! Join now as we learn a thing or two from each other ! Link in my bio!! #fyp #viral_video #ghanatiktok🇬🇭,13400,362,51
ghanauknurses,https://www.tiktok.com/@nursemj01/video/7222305827288403206,nursemj01,#nigeria #nurse #nursesoftiktok #redlistcountry #tiktokuk #nigeriantiktok #fyp #yup #youtuber #yourpage #fupp #fypp #fyppppppppppppppppppppppp #instagram #ghanatiktok🇬🇭 #uk #nigeria #canada #usa,2500000,56400,2006
ghanauknurses,https://www.tiktok.com/@afiamercy123/video/7291811139971779846,afiamercy123,#nurse #trending #like #fyp #goviral #explore #viral #trend #like @~Sandyyy🦋❤️♍️ @Assah Augustina,235500,10900,550
ghanauknurses,https://www.tiktok.com/@kayla.kale/video/7543236443645218070,kayla.kale,Want the full story? 😱 Nanelle Griselda has the complete video on her YouTube — go watch it now! 📺🔥 https://youtube.com/@nanellegriselda?si=aGzMgwUEwap20hF7#dailynews #ghananewstoday #ghananewstoday #uknurse #ghanatiktok🇬🇭,14600,132,103
ghanauknurses,https://www.tiktok.com/@face_to_fame_tv/video/7547053026717011222,face_to_fame_tv,Our Greater Accra PRO for Nurses is in Labour let’s pray for her 😳😳😳😳😳😳 #ghanatiktok🇬🇭 #ghanatiktokers🇬🇭🇬🇭🇬🇭 #uktiktok #viralvideos #aifilter,283300,4940,753
ghanauknurses,https://www.tiktok.com/@_k.boateng/video/7477179557372726530,_k.boateng,Don’t say I didn’t warn you #foryoupageofficiall #uktiktok🇬🇧uk #ghanatiktok🇬🇭 #nursehumor #uknurses🇬🇧 #humortiktok #nursetraveler,5994,378,24
ghanauknurses,https://www.tiktok.com/@gdnalliance_/video/7523970043244301599,gdnalliance_,Ever heard of Ghanaian-Diaspora Nursing Alliance (G-DNA)? Let us introduce ourselves. #gdna #ghanaiandiasporanursingalliance #ghana #ghanaian #ghanatiktok #ghanaiannurses #ghananurses #ghananursesandmidwives🇬🇭 #ghananursesandmidwives #kumasitiktokers #ghanahealthservice #africantiktok #midwives #ghanamidwives❤️ #ghanaiansabroad #worldhealthorganization #unicef #cdc #healthcarousel #nurse #nursesoftiktok #nursetok,281,20,3
ghanauknurses,https://www.tiktok.com/@officialodeneho/video/7103643050303393030,officialodeneho,Uniform no 💚🤍✅😎#studentnurses #nuresesoftiktok #ghananurse #ghanatiktok #soundalert,632500,53700,158
ghanauknurses,https://www.tiktok.com/@rosie_konadu/video/7340350046828825888,rosie_konadu,Replying to @adetolaaa_ One of the best decisions i have made in my career is becoming a clinical research nurse. The future prospects of this nursing specialty is enormous. #fypシ゚viral🖤tiktok☆♡🦋myvideo❤️❤️🥰🥰🥰fyp #uknurses🇬🇧 #ghanatiktokers🇬🇭🇬🇭🇬🇭🇳🇬🇳🇬🇳🇬_uk🇬🇧🇬🇧🇬🇧mum #viral#ghanatiktok🇬🇭love❤️❤️ #nursesoftiktok#nurses#progress#,4060,170,59
ghanauknurses,https://www.tiktok.com/@akosua_jenfua/video/7467623143939542304,akosua_jenfua,Drop your location and let’s make some new friends 😊. If you want to join the WhatsApp group just dm me. UK Only #fypviraltiktok🖤シ゚☆♡ #ghanatiktok🇬🇭 #ghanauktiktokers🇬🇭🇬🇧 #goviral #tiktokghana🇬🇭🇬🇭🇬🇭_uk🇬🇧🇬🇧🇬🇧 #contentcreator #tiktokviral #friends #ghanafuodotcom,6487,263,1
ghanauknurses,https://www.tiktok.com/@winniehospital/video/7420904942640073990,winniehospital,#CapCut #nursesoftiktok #uknurse #ghanafuodotcom #viraltiktok #ghananursesandmidwives🇬🇭,1844,45,4
ghanauknurses,https://www.tiktok.com/@afyaamoako/video/7456431648687590678,afyaamoako,A glimpse into a day in the life of a dental nurse! 🦷✨ #motivationph #fypp #ghanatiktok🇬🇭 #dentalnurse #germany #dentalassistant # #adayinmylife #ZFA,63000,4260,195
ghanauknurses,https://www.tiktok.com/@lyn.nyark/video/7550037124049947926,lyn.nyark,#ghanatiktok🇬🇭 #fyppp #uknurses🇬🇧 #ukticktok🇬🇧 #fyp,259,6,1
ghanauknurses,https://www.tiktok.com/@thebiznurse/video/7506437082311593221,thebiznurse,"Replying to @wendy_Saal Can a Public Health Nurse from Ghana work as an Adult Nurse in the UK? YES — a Public Health Nurse/ community health nurse from diploma level upwards from Ghana can work as an Adult Nurse in the UK, usually by applying through the NMC international registration pathway #communityhealthnurse #diplomacommunityhealthnurse • #PublicHealthNurse • #GhanaNurses • #NursingAbroad • #NurseMigration • #UKNursePathway • #NMCRegistration • #NursesOfGhana • #NurseToUK • #AdultNurseUK • #StudyNursingAbroad • #GhanaToUK • #AfricanNurses • #NursingInTheUK • #NurseRegistration • #GhanaNurseJourney • #RGNinUK • #CareMigration • #NMCApproved • #NursingCareer • #NurseRelocation • can a public health nurse work in uk • how to register as a nurse in uk from ghana • public health nurse to adult nurse uk • public health nurse nmc registration • uk nursing jobs for ghana nurses • nmc requirements for international nurses • convert public health nurse to adult nurse • public health nurse uk pathway • how to become a nurse in uk from ghana • steps to work in uk as a nurse @fiifinanaba",34800,1491,72
ghanauknurses,https://www.tiktok.com/@kejetiafoodsonline/video/7510220629413547286,kejetiafoodsonline,"🇬🇭 Ghanaian plug in the UK? Say less! We’ve got your FanYogo and FanIce cravings covered. Fresh stock, authentic taste, doorstep delivery. Tag a Ghanaian who knows the vibe 💯 📩 Order now – limited quantities! #FanIceReloaded #FanYogoLove #DiasporaCravings #GhanaSnackPlug #GhanaToUK #AfroTreatsLondon #GhanaianOwnedBusiness #TwiTok #UKGhanaian",60800,1519,272
ghanauknurses,https://www.tiktok.com/@ruhiatuabaa/video/7445603273106607393,ruhiatuabaa,Sister Maria thanks for joining us in prayers 🙏 🙏 🙏 🙏 #hijabi #islam #muslimtiktok #quran_alkarim #nurse #ghanatiktok🇬🇭 #nhs #fyp #uk #,11600,660,3
ghanauknurses,https://www.tiktok.com/@adelenarosee/video/7238278040919362859,adelenarosee,DITL International Nursing Edition 🤩🏥 #fyp #travel #ghana #nursing #nurse #student #studyabroad #dayinthelife,6434,158,10
ghanauknurses,https://www.tiktok.com/@modern_nursesandmidwives/video/7173738839159229702,modern_nursesandmidwives,"WHAT ARE YOU COMMENTS ON THIS.... Health Minister, Kwaku Agyemang Manu, has revealed an imminent bilateral agreement between the Government of Ghana and the British Government to send Ghanaian trained Nurses to the United Kingdom (UK) in EXCHANGE FOR FINANCIAL CONSIDERATIONS.🧐🤔🤔 #xyz #makemefamous #fypシ #VIRAL #viral #nurses #modernnursesandmidwives #trend #uk #ghana #foryou #fyppp",36200,891,113
